filename,prediction,datetime
2025-11-04 10:20:32,waste-recycling-trash-recycle-management-garbage-segregation-classification-infographic-of-rubbish-sorting-recycling-vector-flyer-2FK17M5.jpg,
2025-11-04 10:24:13,waste-plastic-bottles-garbage-on-transparent-background-free-png.png,
2025-11-04 10:36:05,bunch-of-bananas-isolated-on-white-2.jpg,
2025-11-04 10:54:51,Stainless-Steel-Image-2-scaled.jpg,
2025-11-04 11:19:38,000000.jpg,
2025-11-04 22:20:57,Garbage-patch-scaled.jpg,
2025-11-04 22:31:41,istockphoto-90753764-612x612.jpg,
